instance fatanode-results/gss-20210111 fatanode-results/gss-cliques-20210111 fatanode-results/gss-cliques-cliquesup-20210111 fatanode-results/gss-cliques-cliquesup-locallyinjective-20210111 fatanode-results/gss-cliques-cliquesup-noninjective-20210111 fatanode-results/gss-cliques-locallyinjective-20210111 fatanode-results/gss-cliques-noninjective-20210111 fatanode-results/gss-cliques-noninjective-nosupplementals-20210111 fatanode-results/gss-count-20210111 fatanode-results/gss-count-cliques-20210111 fatanode-results/gss-count-cliques-locallyinjective-20210111 fatanode-results/gss-count-cliques-noninjective-20210111 fatanode-results/gss-count-cliques-noninjective-nosupplementals-20210111 fatanode-results/gss-count-locallyinjective-20210111 fatanode-results/gss-count-noninjective-20210111 fatanode-results/gss-count-noninjective-nosupplementals-20210111 fatanode-results/gss-locallyinjective-20210111 fatanode-results/gss-noninjective-20210111 fatanode-results/gss-noninjective-nosupplementals-20210111
all-images-CVIU11-pattern14-target90 91 155 221 168 0 175 0 0 64 142 147 NaN NaN 50 NaN NaN 100 0 0
all-images-CVIU11-pattern14-target91 56 91 128 77 0 53 0 0 30 53 48 NaN NaN 39 NaN NaN 46 0 0
all-images-CVIU11-pattern14-target92 418 921 1061 1227 0 749 0 0 377 790 710 NaN NaN 361 NaN NaN 385 0 0
all-images-CVIU11-pattern14-target93 209 390 565 521 0 378 0 0 200 400 360 NaN NaN 170 NaN NaN 192 0 0
all-images-CVIU11-pattern14-target94 281 565 758 782 0 608 0 0 288 566 503 NaN NaN 247 NaN NaN 260 0 0
all-images-CVIU11-pattern14-target95 46 78 109 164 0 108 0 0 65 72 64 NaN NaN 51 NaN NaN 64 0 0
all-images-CVIU11-pattern14-target96 140 226 318 305 0 216 0 0 123 217 202 NaN NaN 149 NaN NaN 117 0 0
all-images-CVIU11-pattern14-target97 165 242 324 337 0 222 0 0 109 239 221 NaN NaN 97 NaN NaN 143 0 0
all-images-CVIU11-pattern14-target98 98 125 173 142 0 95 0 0 52 131 90 NaN NaN 71 NaN NaN 52 0 0
all-images-CVIU11-pattern14-target99 294 569 728 688 0 497 0 0 277 517 470 NaN NaN 269 NaN NaN 254 0 0
all-images-CVIU11-pattern15-target1 215 390 461 477 0 422 0 0 210 413 451 415071 439234 259 456907 563461 287 0 0
all-images-CVIU11-pattern15-target10 202 312 379 356 0 304 0 0 148 288 277 221799 230723 204 243570 307017 226 0 0
all-images-CVIU11-pattern15-target100 55 65 88 96 0 103 0 0 28 61 103 131378 138129 73 143986 171394 51 0 0
all-images-CVIU11-pattern15-target101 57 106 120 111 0 74 0 0 49 64 67 99961 104159 74 105658 138434 57 0 0
all-images-CVIU11-pattern15-target102 124 246 168 185 0 167 0 0 70 187 181 150748 160081 109 166437 210732 121 0 0
all-images-CVIU11-pattern15-target103 120 206 202 219 0 249 0 0 118 198 247 194334 205553 147 209803 260663 189 0 0
all-images-CVIU11-pattern15-target104 210 425 480 565 0 398 0 0 248 401 417 278189 284923 268 301397 389730 294 0 0
all-images-CVIU11-pattern15-target105 234 422 498 453 0 446 0 0 217 473 415 326201 340106 270 353935 441352 320 0 0
all-images-CVIU11-pattern15-target106 164 307 355 379 0 307 0 0 177 371 306 279543 297654 252 312792 398770 252 0 0
all-images-CVIU11-pattern15-target107 124 244 253 311 0 252 0 0 141 285 244 241529 263256 151 271751 337528 171 0 0
all-images-CVIU11-pattern15-target108 364 705 795 803 0 741 0 0 356 724 717 449006 490434 600 500843 664551 569 0 0
all-images-CVIU11-pattern15-target109 220 431 501 561 0 455 0 0 206 428 464 358119 372002 300 389421 469580 344 0 0
all-images-CVIU11-pattern15-target11 66 164 138 144 0 193 0 0 49 108 113 184759 193071 127 198419 243210 94 0 0
all-images-CVIU11-pattern15-target110 129 155 177 235 0 194 0 0 123 138 196 199125 210147 99 219197 265199 176 0 0
all-images-CVIU11-pattern15-target111 79 145 158 197 0 147 0 0 109 159 143 156613 166657 92 170777 214438 113 0 0
all-images-CVIU11-pattern15-target112 72 138 155 212 0 229 0 0 90 130 141 202869 218553 96 219992 258665 103 0 0
all-images-CVIU11-pattern15-target113 146 171 302 219 0 228 0 0 124 211 186 198837 206761 121 212846 267423 137 0 0
all-images-CVIU11-pattern15-target114 47 131 109 176 0 152 0 0 68 92 123 102086 111655 67 114009 152418 110 0 0
all-images-CVIU11-pattern15-target115 176 295 340 371 0 328 0 0 182 291 300 334015 354193 204 368970 454085 310 0 0
all-images-CVIU11-pattern15-target116 459 806 870 875 0 834 0 0 378 765 735 527404 560455 734 579366 723435 549 0 0
all-images-CVIU11-pattern15-target117 228 450 416 466 0 415 0 0 297 389 566 314731 342299 402 354861 447887 294 0 0
all-images-CVIU11-pattern15-target118 209 268 289 301 0 350 0 0 136 316 261 225149 240229 180 244997 319038 197 0 0
all-images-CVIU11-pattern15-target119 368 829 932 794 0 734 0 0 372 701 676 539115 568947 445 592572 743546 523 0 0
all-images-CVIU11-pattern15-target12 195 364 381 401 0 397 0 0 269 370 358 337888 416058 230 365531 485282 278 0 0
all-images-CVIU11-pattern15-target120 313 432 460 476 0 517 0 0 201 411 429 285460 306230 278 314872 416635 305 0 0
all-images-CVIU11-pattern15-target121 421 567 594 644 0 540 0 0 284 613 547 345186 364277 464 382434 494446 396 0 0
all-images-CVIU11-pattern15-target122 128 248 304 298 0 249 0 0 160 249 285 218153 234919 172 239056 300612 191 0 0
all-images-CVIU11-pattern15-target123 298 552 673 625 0 565 0 0 292 591 583 323953 347472 367 353127 467292 445 0 0
all-images-CVIU11-pattern15-target124 180 318 347 343 0 318 0 0 182 348 328 181901 194875 213 202043 282706 262 0 0
all-images-CVIU11-pattern15-target125 256 491 569 591 0 498 0 0 241 471 488 328595 344414 378 359040 448878 406 0 0
all-images-CVIU11-pattern15-target126 36 63 46 77 0 68 0 0 29 57 65 78619 80460 50 84829 103888 57 0 0
all-images-CVIU11-pattern15-target127 30 50 91 63 0 61 0 0 40 67 53 99489 103267 64 104894 137229 49 0 0
all-images-CVIU11-pattern15-target128 243 446 572 513 0 589 0 0 218 463 651 250876 268135 292 278184 370107 338 0 0
all-images-CVIU11-pattern15-target129 37 91 117 80 0 70 0 0 50 97 95 101803 112259 63 111997 139950 58 0 0
all-images-CVIU11-pattern15-target13 195 365 505 442 0 363 0 0 192 330 451 307572 329849 244 346125 436210 253 0 0
all-images-CVIU11-pattern15-target130 55 86 76 123 0 69 0 0 48 61 62 82593 91400 51 89711 118773 57 0 0
all-images-CVIU11-pattern15-target131 107 219 223 175 0 156 0 0 74 150 192 141812 150610 119 159304 206235 129 0 0
all-images-CVIU11-pattern15-target132 118 234 241 256 0 251 0 0 148 196 267 242972 264538 160 267622 345715 161 0 0
all-images-CVIU11-pattern15-target133 97 208 221 205 0 213 0 0 116 206 214 165161 184206 122 182580 234977 201 0 0
all-images-CVIU11-pattern15-target134 134 247 306 261 0 264 0 0 166 219 226 163755 166256 220 179407 240452 235 0 0
all-images-CVIU11-pattern15-target135 131 191 325 328 0 222 0 0 87 190 188 195244 205426 161 212433 271509 252 0 0
all-images-CVIU11-pattern15-target136 169 250 278 257 0 220 0 0 175 249 222 209288 227227 183 233645 302065 194 0 0
all-images-CVIU11-pattern15-target137 63 103 120 123 0 70 0 0 31 63 98 118279 128988 81 133778 162437 58 0 0
all-images-CVIU11-pattern15-target138 426 834 816 812 0 782 0 0 381 728 792 404457 431101 503 453795 586543 575 0 0
all-images-CVIU11-pattern15-target139 77 146 106 122 0 95 0 0 73 118 92 126394 137434 99 143311 184032 107 0 0
all-images-CVIU11-pattern15-target14 57 75 96 136 0 93 0 0 31 101 71 122289 131377 48 134706 176807 89 0 0
all-images-CVIU11-pattern15-target140 97 123 132 178 144 119 150 58 90 153 137 123716 133088 85 137380 175687 135 64 23
all-images-CVIU11-pattern15-target141 67 144 123 155 0 124 0 0 62 104 87 86872 91593 59 96531 126988 72 0 0
all-images-CVIU11-pattern15-target142 156 199 221 281 229 200 236 92 90 222 221 141500 148944 172 158106 206843 223 99 10
all-images-CVIU11-pattern15-target143 113 169 163 159 0 176 0 0 62 171 177 149779 159509 164 162619 211192 184 0 0
all-images-CVIU11-pattern15-target144 211 287 355 353 0 288 0 0 188 266 308 219715 232683 190 241490 295233 205 0 0
all-images-CVIU11-pattern15-target145 94 106 123 146 0 134 0 0 43 96 122 115953 122292 118 125478 163287 89 0 0
all-images-CVIU11-pattern15-target146 330 485 546 549 0 484 0 0 237 524 505 258452 281553 343 292884 407382 403 0 0
all-images-CVIU11-pattern15-target15 38 71 79 91 0 65 0 0 19 64 66 57095 58761 52 61413 79782 39 0 0
all-images-CVIU11-pattern15-target16 58 124 139 117 0 105 0 0 71 139 157 185915 195574 69 200768 240321 85 0 0
all-images-CVIU11-pattern15-target17 256 526 509 507 0 461 0 0 241 460 456 265461 282251 330 294233 395137 402 0 0
all-images-CVIU11-pattern15-target18 331 407 464 505 0 457 0 0 205 419 463 323667 343467 321 354913 460261 306 0 0
all-images-CVIU11-pattern15-target19 509 790 872 881 0 815 0 0 378 778 791 452764 487692 521 492090 649333 611 0 0
all-images-CVIU11-pattern15-target2 193 280 319 327 0 292 0 0 216 314 340 326236 338060 204 354827 424541 203 0 0
all-images-CVIU11-pattern15-target20 278 551 603 613 0 580 0 0 277 579 528 352752 377653 350 395237 500101 502 0 0
all-images-CVIU11-pattern15-target21 197 411 380 428 329 342 335 231 167 356 407 253534 268508 254 274614 355322 350 150 29
all-images-CVIU11-pattern15-target22 155 193 239 221 0 226 0 0 140 185 265 162023 173334 155 179530 229262 149 0 0
all-images-CVIU11-pattern15-target23 250 485 480 479 0 482 0 0 210 506 430 396126 414312 288 453936 540457 329 0 0
all-images-CVIU11-pattern15-target24 39 70 82 60 0 76 0 0 20 69 47 98097 105359 55 106588 127246 61 0 0
all-images-CVIU11-pattern15-target25 102 162 215 204 0 183 0 0 92 199 178 216653 232384 159 236264 289729 123 0 0
all-images-CVIU11-pattern15-target26 46 91 103 131 0 98 0 0 65 100 122 140708 151184 96 161128 198410 110 0 0
all-images-CVIU11-pattern15-target27 160 339 386 333 0 325 0 0 153 327 323 251458 261947 214 273658 364891 232 0 0
all-images-CVIU11-pattern15-target28 49 93 111 75 0 101 0 0 45 93 98 132999 138553 62 138227 176594 80 0 0
all-images-CVIU11-pattern15-target29 401 816 922 850 0 805 0 0 391 733 740 417886 443832 497 458660 603669 563 0 0
all-images-CVIU11-pattern15-target3 279 472 502 530 0 514 0 0 252 466 577 379954 367868 306 388852 489156 352 0 0
all-images-CVIU11-pattern15-target30 374 549 594 601 0 582 0 0 298 610 547 446379 474900 372 524637 602151 409 0 0
all-images-CVIU11-pattern15-target31 306 398 509 462 0 462 0 0 271 426 409 226502 241708 286 256127 341642 441 0 0
all-images-CVIU11-pattern15-target32 449 899 1010 968 0 863 0 0 503 851 883 501225 534815 566 558574 757338 645 0 0
all-images-CVIU11-pattern15-target33 449 841 896 895 0 804 0 0 502 794 910 425206 457867 543 481980 647087 631 0 0
all-images-CVIU11-pattern15-target34 192 359 351 378 0 329 0 0 159 309 317 242384 256516 236 276285 353264 241 0 0
all-images-CVIU11-pattern15-target35 374 754 801 847 0 753 0 0 404 800 780 469099 507794 642 520158 654352 556 0 0
all-images-CVIU11-pattern15-target36 129 224 232 262 0 217 0 0 101 262 230 210917 214781 155 224243 301999 191 0 0
all-images-CVIU11-pattern15-target37 375 812 760 759 0 716 0 0 353 687 696 411934 437789 457 449171 588003 530 0 0
all-images-CVIU11-pattern15-target38 319 614 694 687 0 644 0 0 345 604 632 419824 439222 432 454267 575079 573 0 0
all-images-CVIU11-pattern15-target39 137 332 345 331 0 244 0 0 140 241 225 253081 272044 201 277816 352299 208 0 0
all-images-CVIU11-pattern15-target4 225 408 447 459 0 412 0 0 199 383 417 378659 406190 290 414893 510413 320 0 0
all-images-CVIU11-pattern15-target40 179 335 350 387 0 339 0 0 210 340 316 388752 416880 232 432562 529755 231 0 0
all-images-CVIU11-pattern15-target41 171 408 384 386 0 461 0 0 164 285 345 284123 301387 226 312190 400684 226 0 0
all-images-CVIU11-pattern15-target42 192 348 435 389 0 361 0 0 177 451 489 248760 267262 250 279354 367868 281 0 0
all-images-CVIU11-pattern15-target43 357 584 651 616 0 558 0 0 368 565 653 355008 377591 386 393245 512395 502 0 0
all-images-CVIU11-pattern15-target44 439 829 906 994 0 850 0 0 436 830 853 577793 611395 534 627196 814461 581 0 0
all-images-CVIU11-pattern15-target45 395 785 825 892 0 784 0 0 460 750 753 654463 696106 497 706021 862298 551 0 0
all-images-CVIU11-pattern15-target46 247 342 374 388 0 344 0 0 204 377 347 206316 225059 224 234341 318735 368 0 0
all-images-CVIU11-pattern15-target47 326 622 666 692 0 624 0 0 318 666 577 465225 494730 393 512309 647696 477 0 0
all-images-CVIU11-pattern15-target48 151 207 202 227 0 194 0 0 100 177 216 216353 229645 137 238057 315627 140 0 0
all-images-CVIU11-pattern15-target49 197 351 386 360 0 337 0 0 191 370 356 282993 299618 226 310106 394925 250 0 0
all-images-CVIU11-pattern15-target5 333 683 680 746 0 621 0 0 292 631 611 377950 407802 453 419395 548249 442 0 0
all-images-CVIU11-pattern15-target50 379 699 735 785 0 689 0 0 340 702 861 450152 470545 565 494875 629703 524 0 0
all-images-CVIU11-pattern15-target51 182 260 291 351 0 290 0 0 129 258 270 333682 346519 176 366248 439948 198 0 0
all-images-CVIU11-pattern15-target52 145 267 339 321 0 306 0 0 137 382 263 361314 379558 185 396028 477473 273 0 0
all-images-CVIU11-pattern15-target53 86 159 223 215 0 208 0 0 116 155 163 171685 183183 112 191168 246958 125 0 0
all-images-CVIU11-pattern15-target54 92 174 287 202 0 195 0 0 105 161 180 221107 234593 187 246163 310878 218 0 0
all-images-CVIU11-pattern15-target55 83 187 204 178 0 158 0 0 94 140 141 206813 222962 95 227461 286691 121 0 0
all-images-CVIU11-pattern15-target56 58 115 128 135 0 133 0 0 51 141 151 137061 142923 129 153360 194511 91 0 0
all-images-CVIU11-pattern15-target57 494 877 964 959 0 917 0 0 460 854 846 322921 354978 568 370692 530089 857 0 0
all-images-CVIU11-pattern15-target58 99 127 143 224 0 194 0 0 101 157 124 140867 148044 114 154523 206435 100 0 0
all-images-CVIU11-pattern15-target59 317 535 593 615 0 556 0 0 276 595 531 494126 514915 350 530527 651799 418 0 0
all-images-CVIU11-pattern15-target6 299 600 665 643 0 598 0 0 434 598 553 562510 592220 364 623033 763513 421 0 0
all-images-CVIU11-pattern15-target60 139 281 312 314 0 280 0 0 127 306 283 329750 353034 210 353904 445058 316 0 0
all-images-CVIU11-pattern15-target61 293 611 696 593 0 552 0 0 261 520 531 453875 486785 374 496101 642985 378 0 0
all-images-CVIU11-pattern15-target62 352 616 686 675 0 634 0 0 327 605 620 491992 520772 408 539880 714266 437 0 0
all-images-CVIU11-pattern15-target63 229 671 490 544 0 442 0 0 270 426 476 374142 394245 289 405672 521844 392 0 0
all-images-CVIU11-pattern15-target64 148 305 465 372 0 297 0 0 138 312 321 327030 344661 225 357785 438735 257 0 0
all-images-CVIU11-pattern15-target65 130 273 379 292 0 264 0 0 172 309 282 193756 209846 185 222154 300929 229 0 0
all-images-CVIU11-pattern15-target66 104 167 297 202 0 166 0 0 70 151 186 175324 187043 165 189511 245928 136 0 0
all-images-CVIU11-pattern15-target67 345 635 686 674 0 624 0 0 458 623 665 400685 420329 551 441945 564129 343 0 0
all-images-CVIU11-pattern15-target68 489 755 808 777 0 705 0 0 373 731 730 582885 608465 514 618152 785921 549 0 0
all-images-CVIU11-pattern15-target69 403 822 889 893 0 860 0 0 378 837 781 502326 534589 496 555462 697824 583 0 0
all-images-CVIU11-pattern15-target7 380 569 594 708 0 583 0 0 288 553 536 562494 595989 363 629609 771276 492 0 0
all-images-CVIU11-pattern15-target70 369 688 719 744 0 785 0 0 352 649 680 489143 514850 462 533416 657347 593 0 0
all-images-CVIU11-pattern15-target71 284 497 538 555 0 504 0 0 247 496 488 401867 432764 522 448792 562191 371 0 0
all-images-CVIU11-pattern15-target72 290 439 530 616 0 443 0 0 247 434 470 385534 406106 333 423257 516370 420 0 0
all-images-CVIU11-pattern15-target73 345 689 761 721 0 655 0 0 347 670 661 410112 440179 438 457109 585181 498 0 0
all-images-CVIU11-pattern15-target74 380 740 778 806 0 785 0 0 393 689 727 546414 583024 471 595175 764059 554 0 0
all-images-CVIU11-pattern15-target75 513 744 837 879 0 752 0 0 373 723 771 424612 455966 510 463221 597263 661 0 0
all-images-CVIU11-pattern15-target76 386 784 944 845 0 940 0 0 389 760 810 500123 536967 486 552852 703371 567 0 0
all-images-CVIU11-pattern15-target77 390 792 828 850 0 765 0 0 371 739 783 547931 584784 506 598924 752057 594 0 0
all-images-CVIU11-pattern15-target78 396 745 801 820 0 732 0 0 383 765 715 532009 558197 469 578617 735149 540 0 0
all-images-CVIU11-pattern15-target79 65 123 209 138 0 153 0 0 81 182 146 145018 154525 79 161565 205734 95 0 0
all-images-CVIU11-pattern15-target8 141 259 332 332 0 271 0 0 133 304 274 315814 331498 241 341625 419107 193 0 0
all-images-CVIU11-pattern15-target80 93 170 206 226 0 195 0 0 75 161 167 173991 192750 189 196401 251268 120 0 0
all-images-CVIU11-pattern15-target81 221 283 334 318 0 322 0 0 140 267 289 284582 302592 191 310375 389512 213 0 0
all-images-CVIU11-pattern15-target82 217 383 435 450 0 404 0 0 191 367 392 374643 407096 276 412306 523278 308 0 0
all-images-CVIU11-pattern15-target83 206 426 468 482 0 459 0 0 244 475 409 385351 403093 373 425847 534682 308 0 0
all-images-CVIU11-pattern15-target84 23 25 29 53 0 44 0 0 20 38 41 116246 123944 25 124554 141277 38 0 0
all-images-CVIU11-pattern15-target85 316 529 616 577 0 572 0 0 269 528 521 278697 295685 374 311199 422079 406 0 0
all-images-CVIU11-pattern15-target86 222 340 517 360 0 328 0 0 181 338 360 281283 300293 227 306445 386362 302 0 0
all-images-CVIU11-pattern15-target87 214 319 361 423 0 292 0 0 167 262 315 286898 298473 185 312689 388215 224 0 0
all-images-CVIU11-pattern15-target88 347 495 542 558 0 538 0 0 252 470 506 460923 485810 394 506429 639701 357 0 0
all-images-CVIU11-pattern15-target89 146 199 210 224 0 174 0 0 135 172 275 207101 221052 208 229902 293842 138 0 0
all-images-CVIU11-pattern15-target9 190 285 310 316 0 271 0 0 160 276 284 278533 297418 184 305778 391135 229 0 0
all-images-CVIU11-pattern15-target90 48 147 110 144 0 151 0 0 63 148 125 132817 141905 69 145257 191632 121 0 0
all-images-CVIU11-pattern15-target91 33 69 74 74 0 66 0 0 18 60 40 65517 73659 54 75296 95841 59 0 0
all-images-CVIU11-pattern15-target92 369 706 826 833 0 747 0 0 390 707 762 413112 438564 461 453339 610948 536 0 0
all-images-CVIU11-pattern15-target93 179 450 393 449 0 433 0 0 164 338 510 233755 251820 253 264618 361421 284 0 0
all-images-CVIU11-pattern15-target94 281 524 568 567 0 528 0 0 265 501 541 377085 407193 392 421609 547967 409 0 0
all-images-CVIU11-pattern15-target95 28 56 65 108 0 60 0 0 43 56 58 79989 87507 43 91115 115820 79 0 0
all-images-CVIU11-pattern15-target96 137 221 222 235 0 230 0 0 138 228 233 211755 223067 124 232370 280119 152 0 0
all-images-CVIU11-pattern15-target97 102 224 247 227 0 206 0 0 142 225 239 206744 220631 167 226626 287927 153 0 0
all-images-CVIU11-pattern15-target98 69 115 129 156 0 87 0 0 37 113 84 167720 179760 95 188012 233511 84 0 0
all-images-CVIU11-pattern15-target99 300 447 595 510 0 487 0 0 265 466 493 419189 445014 324 458672 566900 341 0 0
all-images-CVIU11-pattern16-target1 239 356 399 483 0 410 0 0 226 347 414 NaN NaN 324 NaN NaN 379 0 0
all-images-CVIU11-pattern16-target10 164 274 407 359 0 364 0 0 157 254 315 NaN NaN 280 NaN NaN 271 0 0
all-images-CVIU11-pattern16-target100 30 90 101 105 0 74 0 0 27 52 96 NaN NaN 103 NaN NaN 110 0 0
all-images-CVIU11-pattern16-target101 56 71 103 133 0 94 0 0 27 54 69 NaN NaN 60 NaN NaN 100 0 0
all-images-CVIU11-pattern16-target102 84 176 163 217 0 167 0 0 64 177 157 NaN NaN 136 NaN NaN 194 0 0
all-images-CVIU11-pattern16-target103 144 233 180 251 0 219 0 0 137 157 233 NaN NaN 158 NaN NaN 183 0 0
all-images-CVIU11-pattern16-target104 225 382 408 462 0 407 0 0 188 401 392 NaN NaN 324 NaN NaN 386 0 0
all-images-CVIU11-pattern16-target105 212 407 435 508 0 436 0 0 202 391 451 NaN NaN 334 NaN NaN 411 0 0
all-images-CVIU11-pattern16-target106 234 287 342 350 0 328 0 0 152 316 314 NaN NaN 285 NaN NaN 315 0 0
all-images-CVIU11-pattern16-target107 107 195 264 306 0 247 0 0 103 197 316 NaN NaN 192 NaN NaN 280 0 0
all-images-CVIU11-pattern16-target108 334 654 701 807 0 756 0 0 315 663 850 NaN NaN 578 NaN NaN 723 0 0
all-images-CVIU11-pattern16-target109 207 386 411 590 0 527 0 0 227 364 451 NaN NaN 364 NaN NaN 391 0 0
all-images-CVIU11-pattern16-target11 61 150 155 220 0 131 0 0 52 111 128 NaN NaN 139 NaN NaN 119 0 0
all-images-CVIU11-pattern16-target110 119 144 220 196 0 175 0 0 114 117 203 NaN NaN 121 NaN NaN 139 0 0
all-images-CVIU11-pattern16-target111 91 181 167 173 0 190 0 0 88 170 220 NaN NaN 154 NaN NaN 137 0 0
all-images-CVIU11-pattern16-target112 72 170 133 188 0 184 0 0 62 147 190 NaN NaN 125 NaN NaN 143 0 0
all-images-CVIU11-pattern16-target113 137 187 196 258 0 218 0 0 84 150 191 NaN NaN 148 NaN NaN 167 0 0
all-images-CVIU11-pattern16-target114 45 126 146 120 0 137 0 0 39 85 118 NaN NaN 88 NaN NaN 133 0 0
all-images-CVIU11-pattern16-target115 167 299 311 379 0 345 0 0 145 344 392 NaN NaN 269 NaN NaN 275 0 0
all-images-CVIU11-pattern16-target116 352 710 770 850 0 773 0 0 366 679 768 NaN NaN 596 NaN NaN 660 0 0
all-images-CVIU11-pattern16-target117 186 382 440 502 0 394 0 0 189 429 476 NaN NaN 356 NaN NaN 464 0 0
all-images-CVIU11-pattern16-target118 130 230 406 320 0 388 0 0 119 231 299 NaN NaN 253 NaN NaN 244 0 0
all-images-CVIU11-pattern16-target119 375 672 672 816 0 714 0 0 350 635 688 NaN NaN 607 NaN NaN 608 0 0
all-images-CVIU11-pattern16-target12 202 315 343 546 0 389 0 0 163 313 433 NaN NaN 320 NaN NaN 361 0 0
all-images-CVIU11-pattern16-target120 243 431 417 472 0 431 0 0 195 379 436 NaN NaN 353 NaN NaN 399 0 0
all-images-CVIU11-pattern16-target121 273 508 529 595 0 545 0 0 275 488 572 NaN NaN 485 NaN NaN 540 0 0
all-images-CVIU11-pattern16-target122 176 272 378 398 0 270 0 0 144 257 248 NaN NaN 238 NaN NaN 252 0 0
all-images-CVIU11-pattern16-target123 289 695 613 620 0 665 0 0 247 501 569 NaN NaN 470 NaN NaN 517 0 0
all-images-CVIU11-pattern16-target124 166 296 344 482 0 340 0 0 173 345 463 NaN NaN 263 NaN NaN 306 0 0
all-images-CVIU11-pattern16-target125 268 454 512 598 0 520 0 0 238 547 486 NaN NaN 564 NaN NaN 451 0 0
all-images-CVIU11-pattern16-target126 31 35 63 81 0 42 0 0 17 34 67 NaN NaN 56 NaN NaN 72 0 0
all-images-CVIU11-pattern16-target127 44 68 50 105 0 60 0 0 34 41 54 NaN NaN 55 NaN NaN 62 0 0
all-images-CVIU11-pattern16-target128 205 475 444 502 0 496 0 0 206 428 473 NaN NaN 490 NaN NaN 443 0 0
all-images-CVIU11-pattern16-target129 37 90 73 129 0 84 0 0 50 55 67 NaN NaN 66 NaN NaN 105 0 0
all-images-CVIU11-pattern16-target13 253 397 324 398 0 453 0 0 202 404 377 NaN NaN 278 NaN NaN 298 0 0
all-images-CVIU11-pattern16-target130 51 61 100 83 0 74 0 0 43 60 67 NaN NaN 67 NaN NaN 120 0 0
all-images-CVIU11-pattern16-target131 75 173 158 204 0 164 0 0 101 159 176 NaN NaN 137 NaN NaN 154 0 0
all-images-CVIU11-pattern16-target132 112 337 223 255 0 235 0 0 147 193 251 NaN NaN 190 NaN NaN 229 0 0
all-images-CVIU11-pattern16-target133 94 164 196 207 0 233 0 0 133 198 211 NaN NaN 156 NaN NaN 188 0 0
all-images-CVIU11-pattern16-target134 112 229 237 269 0 357 0 0 124 196 228 NaN NaN 210 NaN NaN 237 0 0
all-images-CVIU11-pattern16-target135 119 190 199 268 0 205 0 0 142 207 233 NaN NaN 175 NaN NaN 309 0 0
all-images-CVIU11-pattern16-target136 110 248 258 286 0 223 0 0 132 232 243 NaN NaN 202 NaN NaN 232 0 0
all-images-CVIU11-pattern16-target137 31 86 69 123 0 75 0 0 28 90 106 NaN NaN 111 NaN NaN 127 0 0
all-images-CVIU11-pattern16-target138 527 717 753 968 0 832 0 0 385 701 805 NaN NaN 601 NaN NaN 702 0 0
all-images-CVIU11-pattern16-target139 77 90 148 176 0 135 0 0 63 108 146 NaN NaN 113 NaN NaN 171 0 0
all-images-CVIU11-pattern16-target14 58 89 107 91 0 79 0 0 50 85 76 NaN NaN 75 NaN NaN 82 0 0
all-images-CVIU11-pattern16-target140 91 139 126 215 173 193 133 92 81 111 124 NaN NaN 117 NaN NaN 129 76 90
all-images-CVIU11-pattern16-target141 42 83 139 118 0 107 0 0 37 108 138 NaN NaN 82 NaN NaN 148 0 0
all-images-CVIU11-pattern16-target142 147 207 199 223 228 258 168 137 87 181 262 NaN NaN 203 NaN NaN 271 74 19
all-images-CVIU11-pattern16-target143 74 133 139 190 0 186 0 0 56 188 208 NaN NaN 222 NaN NaN 152 0 0
all-images-CVIU11-pattern16-target144 142 236 266 382 0 312 0 0 134 259 340 NaN NaN 245 NaN NaN 316 0 0
